date,temperature_2m,precipitation,rain,relative_humidity_2m,dew_point_2m,apparent_temperature,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,vapour_pressure_deficit,et0_fao_evapotranspiration,wind_gusts_10m,wind_direction_100m,wind_speed_100m,wind_direction_10m,wind_speed_10m,hour,day_of_year,month,day_of_week,is_weekend,temp_avg_24h,temp_std_24h,temp_trend,humidity_avg_24h,humidity_std_24h,precip_24h,precip_7d,wind_speed_avg,pressure_trend,pressure_24h_avg,cloud_cover_avg,temp_optimal_bloom,temp_bloom_score,humidity_optimal_bloom,humidity_bloom_score,precip_optimal,precip_bloom_score,sunlight_score,sunlight_optimal,bloom_score,bloom_score_24h_avg,bloom_score_7d_avg,bloom_score_trend,season,is_spring,is_spring_peak,gdd,gdd_7d,gdd_30d,bloom_score_lag_1h,bloom_score_lag_2h,bloom_score_lag_3h,bloom_score_lag_6h,bloom_score_lag_12h,bloom_score_lag_24h,temperature_2m_mean_6h,temperature_2m_std_6h,temperature_2m_max_6h,temperature_2m_min_6h,temperature_2m_mean_12h,temperature_2m_std_12h,temperature_2m_max_12h,temperature_2m_min_12h,temperature_2m_mean_24h,temperature_2m_std_24h,temperature_2m_max_24h,temperature_2m_min_24h,temperature_2m_mean_48h,temperature_2m_std_48h,temperature_2m_max_48h,temperature_2m_min_48h,relative_humidity_2m_mean_6h,relative_humidity_2m_std_6h,relative_humidity_2m_max_6h,relative_humidity_2m_min_6h,relative_humidity_2m_mean_12h,relative_humidity_2m_std_12h,relative_humidity_2m_max_12h,relative_humidity_2m_min_12h,relative_humidity_2m_mean_24h,relative_humidity_2m_std_24h,relative_humidity_2m_max_24h,relative_humidity_2m_min_24h,relative_humidity_2m_mean_48h,relative_humidity_2m_std_48h,relative_humidity_2m_max_48h,relative_humidity_2m_min_48h,precipitation_mean_6h,precipitation_std_6h,precipitation_max_6h,precipitation_min_6h,precipitation_mean_12h,precipitation_std_12h,precipitation_max_12h,precipitation_min_12h,precipitation_mean_24h,precipitation_std_24h,precipitation_max_24h,precipitation_min_24h,precipitation_mean_48h,precipitation_std_48h,precipitation_max_48h,precipitation_min_48h,bloom_score_mean_6h,bloom_score_std_6h,bloom_score_max_6h,bloom_score_min_6h,bloom_score_mean_12h,bloom_score_std_12h,bloom_score_max_12h,bloom_score_min_12h,bloom_score_mean_24h,bloom_score_std_24h,bloom_score_max_24h,bloom_score_min_24h,bloom_score_mean_48h,bloom_score_std_48h,bloom_score_max_48h,bloom_score_min_48h,bloom_probability
2025-10-10 23:00:00+00:00,22.044,0.1,0.0,64.0,14.919691,22.208405,0.0,0.0,51.0,1018.1,986.41675,34.0,34.0,0.0,0.0,0.9544815,0.12582189,20.880001,95.01302,20.598795,274.08554,10.105681,23,283,10,4,0,18.137749711672466,4.974856578619467,-2.5999985,51.666666666666664,8.42184874192635,0.20000000298023224,2.3000000044703484,10.794063945611319,0.2999878,1021.3416646321615,36.708333333333336,1,1.0,1,1.0,1,1.0,0.65999997,1,0.966,0.8422008727987608,0.7646587938070297,-0.015000045,autumn,0,0,12.044001,1271.03950881958,1271.03950881958,0.98100007,0.84124005,0.81324,0.87500006,0.72376,0.8550001,25.168999671936035,1.721844582955577,26.694000244140625,22.04400062561035,21.71899962425232,4.62932852518875,26.694000244140625,13.243999481201172,18.137749711672466,4.974856578619467,26.694000244140625,13.043999671936035,17.41483308871587,4.979103492629947,26.694000244140625,11.144000053405762,45.833333333333336,9.847165412780932,64.0,38.0,51.166666666666664,9.952919474234813,65.0,38.0,51.666666666666664,8.42184874192635,65.0,38.0,50.354166666666664,12.965567466035294,80.0,27.0,0.033333333830038704,0.051639778718924896,0.10000000149011612,0.0,0.016666666915019352,0.03892494778810281,0.10000000149011612,0.0,0.008333333457509676,0.028232985549368265,0.10000000149011612,0.0,0.004166666728754838,0.020194093953261154,0.10000000149011612,0.0,0.8904933631420135,0.06914850323102613,0.9810000658035278,0.8132399916648865,0.8556233793497086,0.06842059761209697,0.9810000658035278,0.7297600507736206,0.8422008727987608,0.0654174590693246,0.9810000658035278,0.7237600088119507,0.8197017088532448,0.07119110966365477,0.9810000658035278,0.6197600364685059,0.9631598813934965
2025-10-11 00:00:00+00:00,19.894,0.1,0.0,76.0,15.5381365,19.958738,0.0,0.0,51.0,1018.5,986.5761,50.0,49.0,0.0,0.0,0.5576477,0.036323544,27.0,95.4037,26.758923,292.1095,12.43434,0,284,10,5,1,18.21066637833913,4.987760332888412,-2.1500015,53.208333333333336,9.338928188510028,0.30000000447034836,2.4000000059604645,10.780560076236725,0.4000244,1021.1958312988281,38.791666666666664,1,1.0,0,0.8,1,1.0,0.5,0,0.89,0.8420967037479082,0.7655232158200495,-0.076000035,autumn,0,0,9.893999,1280.9335079193115,1280.9335079193115,0.966,0.98100007,0.84124005,0.89124,0.72976005,0.89250004,24.302332878112793,2.7617777577329043,26.694000244140625,19.893999099731445,22.27316625912984,3.8560141940826513,26.694000244140625,14.793999671936035,18.21066637833913,4.987760332888412,26.694000244140625,13.043999671936035,17.472124755382538,4.991726187854918,26.694000244140625,11.144000053405762,51.333333333333336,15.526321736543657,76.0,38.0,52.083333333333336,11.696606604507252,76.0,38.0,53.208333333333336,9.338928188510028,76.0,38.0,51.145833333333336,13.349618822087628,80.0,27.0,0.05000000074505806,0.05477225656668685,0.10000000149011612,0.0,0.02500000037252903,0.0452267023605947,0.10000000149011612,0.0,0.012500000186264515,0.033783196738017676,0.10000000149011612,0.0,0.0062500000931322575,0.024462303104020654,0.10000000149011612,0.0,0.8902866939703623,0.06914767845156106,0.9810000658035278,0.8132399916648865,0.8689767072598139,0.056161776990326366,0.9810000658035278,0.8037600517272949,0.8420967037479082,0.06533582116421321,0.9810000658035278,0.7237600088119507,0.8199308750530084,0.07140344188039464,0.9810000658035278,0.6197600364685059,0.8863215754346512
2025-10-11 01:00:00+00:00,18.644,0.1,0.0,83.0,15.698806,18.632313,0.0,0.0,51.0,1018.9,986.8292,60.0,59.0,0.0,0.0,0.36546195,0.01702459,28.8,103.15755,28.467329,300.69965,13.397612,1,284,10,5,1,18.291916330655415,4.977852627443139,-1.25,54.875,10.880027573494568,0.4000000059604645,2.5000000074505806,10.806769470373789,0.4000244,1021.0583318074545,41.25,1,1.0,0,0.56666666,1,1.0,0.39999998,0,0.81,0.8383883684873581,0.7658278513444613,-0.07999998,autumn,0,0,8.643999,1289.577507019043,1289.577507019043,0.89,0.966,0.98100007,0.85024005,0.80376005,0.89900005,23.052332878112793,3.3878337796078752,26.694000244140625,18.643999099731445,22.59399954477946,3.2967616835633584,26.694000244140625,17.143999099731445,18.291916330655415,4.977852627443139,26.694000244140625,13.043999671936035,17.53149974346161,4.988289462338172,26.694000244140625,11.144000053405762,58.5,18.822858443923977,83.0,38.0,53.75,14.485886548323714,83.0,38.0,54.875,10.880027573494568,83.0,38.0,52.0,14.045518706857417,83.0,27.0,0.06666666766007741,0.05163977871892492,0.10000000149011612,0.0,0.033333333830038704,0.04923659712541536,0.10000000149011612,0.0,0.016666666915019352,0.03806934994862157,0.10000000149011612,0.0,0.008333333457509676,0.02793101980275091,0.10000000149011612,0.0,0.8835800190766653,0.07547098719357145,0.9810000658035278,0.8100000023841858,0.8694967031478882,0.05552836453911641,0.9810000658035278,0.8100000023841858,0.8383883684873581,0.06448588139873739,0.9810000658035278,0.7237600088119507,0.8191600404679775,0.07130464779695816,0.9810000658035278,0.6197600364685059,0.8062119587621855
2025-10-11 02:00:00+00:00,17.844,0.1,0.0,87.0,15.649917,17.844648,0.0,0.0,51.0,1019.3,987.13007,71.0,70.0,0.0,0.0,0.2658068,0.008447376,28.44,115.277695,28.66468,304.9921,13.18308,2,284,10,5,1,18.383582989374798,4.9471330646791,-0.79999924,56.583333333333336,12.520996858031813,0.5000000074505806,2.6000000089406967,10.83127878109614,0.39996338,1020.9208323160807,44.166666666666664,1,1.0,0,0.43333334,1,1.0,0.29000002,0,0.759,0.8325550332665443,0.7657814033988382,-0.051,autumn,0,0,7.844,1297.4215068817139,1297.4215068817139,0.81,0.89,0.966,0.81324,0.82400006,0.89900005,21.577332814534504,3.4116954454017385,26.393999099731445,17.8439998626709,22.652332941691082,3.196221807739875,26.694000244140625,17.8439998626709,18.383582989374798,4.9471330646791,26.694000244140625,13.043999671936035,17.584624747435253,4.977520261257251,26.694000244140625,11.144000053405762,66.66666666666667,18.779421361337665,87.0,40.0,56.083333333333336,17.375313382828875,87.0,38.0,56.583333333333336,12.520996858031813,87.0,38.0,52.916666666666664,14.857956294464854,87.0,27.0,0.08333333457509677,0.04082482965472371,0.10000000149011612,0.0,0.041666667287548385,0.05149286582174702,0.10000000149011612,0.0,0.020833333643774193,0.04148511231808169,0.10000000149011612,0.0,0.010416666821887096,0.030870928278870925,0.10000000149011612,0.0,0.8745400210221609,0.08781968004507822,0.9810000658035278,0.7590000033378601,0.86408003171285,0.06303309677610325,0.9810000658035278,0.7590000033378601,0.8325550332665443,0.06509389013273714,0.9810000658035278,0.7237600088119507,0.8180975392460823,0.07182213828043775,0.9810000658035278,0.6197600364685059,0.7555584398877192
2025-10-11 03:00:00+00:00,17.394,0.1,0.0,89.0,15.561792,17.528015,0.0,0.0,51.0,1019.6,987.3717,81.0,80.0,0.0,0.0,0.21863091,0.0028271151,27.359999,124.472275,29.257614,308.92755,12.031756,3,284,10,5,1,18.491916298866272,4.893284613990476,-0.45000076,58.25,14.037991928737748,0.6000000089406967,2.700000010430813,10.800577541192373,0.2999878,1020.7874984741211,47.458333333333336,1,1.0,0,0.36666667,1,1.0,0.19,0,0.729,0.8258566980560621,0.7655328802160315,-0.030000031,autumn,0,0,7.393999,1304.8155059814453,1304.8155059814453,0.759,0.81,0.89,0.84124005,0.8360001,0.88976,20.077332814534504,2.7927884247586525,24.643999099731445,17.393999099731445,22.485666275024414,3.4254949784533015,26.694000244140625,17.393999099731445,18.491916298866272,4.893284613990476,26.694000244140625,13.043999671936035,17.649208068847656,4.953971521315591,26.694000244140625,11.144000053405762,74.83333333333333,15.17124473030028,89.0,50.0,58.916666666666664,19.78731610875705,89.0,38.0,58.25,14.037991928737748,89.0,38.0,53.854166666666664,15.68030284028728,89.0,27.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,0.05000000074505806,0.05222329756489694,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.8558333416779836,0.10633424612693432,0.9810000658035278,0.7289999723434448,0.8551633556683859,0.07398337519998371,0.9810000658035278,0.7289999723434448,0.8258566980560621,0.0671890098458578,0.9810000658035278,0.7237600088119507,0.8169775394101938,0.07279746602023728,0.9810000658035278,0.6197600364685059,0.7267834663744864
2025-10-11 04:00:00+00:00,17.444,0.0,0.0,89.0,15.611092,18.089851,0.0,0.0,3.0,1019.8,987.571,87.0,87.0,0.0,0.0,0.21932101,0.0,26.64,127.875046,28.732422,315.0001,8.654987,4,284,10,5,1,18.629416306813557,4.811478085915452,0.050001144,59.833333333333336,15.273354651773207,0.6000000089406967,2.700000010430813,10.61933026711146,0.2000122,1020.6666641235352,50.916666666666664,1,1.0,0,0.36666667,0,0.5,0.13,0,0.623,0.8159083624680837,0.7645762838773279,-0.10599995,autumn,0,0,7.4440002,1312.259506225586,1312.259506225586,0.729,0.759,0.81,0.98100007,0.85600007,0.8617601,18.877333005269367,1.8131926615698595,22.04400062561035,17.393999099731445,22.148166338602703,3.7190210487741444,26.694000244140625,17.393999099731445,18.629416306813557,4.811478085915452,26.694000244140625,13.043999671936035,17.731499751408894,4.916142515276321,26.694000244140625,11.144000053405762,81.33333333333333,9.811557810391934,89.0,64.0,62.083333333333336,21.381633296458908,89.0,38.0,59.833333333333336,15.273354651773207,89.0,38.0,54.770833333333336,16.420329360644917,89.0,27.0,0.08333333457509677,0.04082482965472371,0.10000000149011612,0.0,0.05000000074505806,0.05222329756489694,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.7961666683355967,0.1214239121660176,0.9660000205039978,0.6230000257492065,0.835746685663859,0.09981071387760683,0.9810000658035278,0.6230000257492065,0.8159083624680837,0.07838502007083879,0.9810000658035278,0.6230000257492065,0.8124617052574953,0.07789853188920497,0.9810000658035278,0.6197600364685059,0.6216656516811633
2025-10-11 05:00:00+00:00,17.844,0.0,0.0,87.0,15.649917,19.180214,0.0,0.0,3.0,1020.0,987.808,94.0,93.0,0.0,0.0,0.2658068,0.0,25.199999,129.1304,27.381308,333.43503,4.0249224,5,284,10,5,1,18.80233295758565,4.699668511820456,0.39999962,61.25,16.16289362814667,0.6000000089406967,2.700000010430813,10.225386083126068,0.2000122,1020.5624974568685,54.541666666666664,1,1.0,0,0.43333334,0,0.5,0.060000002,0,0.63600004,0.8073766951759657,0.7637191088994344,0.013000011,autumn,0,0,7.844,1320.1035060882568,1320.1035060882568,0.623,0.729,0.759,0.966,0.87500006,0.84076005,18.177332878112793,0.9527151345092483,19.893999099731445,17.393999099731445,21.673166275024414,3.884845710571843,26.694000244140625,17.393999099731445,18.80233295758565,4.699668511820456,26.694000244140625,13.043999671936035,17.83358307679494,4.865225687011896,26.694000244140625,11.144000053405762,85.16666666666667,4.996665554813763,89.0,76.0,65.5,21.848652964510983,89.0,38.0,61.25,16.16289362814667,89.0,38.0,55.625,17.010165921614398,89.0,27.0,0.06666666766007741,0.05163977871892491,0.10000000149011612,0.0,0.05000000074505806,0.05222329756489694,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.7411666711171468,0.1023511761408176,0.8899999856948853,0.6230000257492065,0.8158300171295801,0.1140899870659389,0.9810000658035278,0.6230000257492065,0.8073766951759657,0.08630565406494001,0.9810000658035278,0.6230000257492065,0.8086750370760759,0.08194794687151281,0.9810000658035278,0.6197600364685059,0.6360654683200779
2025-10-11 06:00:00+00:00,18.094,0.0,0.0,86.0,15.714899,19.77509,0.0,0.0,3.0,1020.0,987.835,100.0,100.0,0.0,0.0,0.29078186,0.0,23.759998,129.40063,26.089443,11.3098955,1.835647,6,284,10,5,1,18.993999640146892,4.565656290967972,0.25,62.583333333333336,16.84434279091863,0.6000000089406967,2.700000010430813,9.745050067702929,0.0,1020.4666646321615,58.333333333333336,1,1.0,0,0.46666667,0,0.5,0.0,0,0.64000005,0.7994283611575762,0.7628997773524152,0.004000008,autumn,0,0,8.094,1328.1975059509277,1328.1975059509277,0.63600004,0.623,0.729,0.89,0.89124,0.83076006,17.877333005269367,0.46007229223124596,18.643999099731445,17.393999099731445,21.089832941691082,3.849879391074817,26.694000244140625,17.393999099731445,18.993999640146892,4.565656290967972,26.694000244140625,13.043999671936035,17.9523330728213,4.798740226529891,26.694000244140625,11.144000053405762,86.83333333333333,2.228601953391865,89.0,83.0,69.08333333333333,21.34333335699645,89.0,38.0,62.583333333333336,16.84434279091863,89.0,38.0,56.395833333333336,17.533845184395673,89.0,27.0,0.05000000074505806,0.05477225656668684,0.10000000149011612,0.0,0.05000000074505806,0.05222329756489694,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.6995000143845876,0.07751836587358535,0.8100000023841858,0.6230000257492065,0.794893354177475,0.1217863866615539,0.9810000658035278,0.6230000257492065,0.7994283611575762,0.09261215363152564,0.9810000658035278,0.6230000257492065,0.8055550381541252,0.08545910119674231,0.9810000658035278,0.6197600364685059,0.6396830192613178
2025-10-11 07:00:00+00:00,18.044,0.0,0.0,86.0,15.665809,19.667244,0.0,0.0,3.0,1019.9,987.733,100.0,100.0,0.0,0.0,0.28987157,0.0,21.96,130.426,25.537172,329.03632,2.0991426,7,284,10,5,1,19.179416338602703,4.425014839219354,-0.049999237,63.875,17.416415295322164,0.6000000089406967,2.700000010430813,9.333891247709593,-0.099975586,1020.3791656494141,60.958333333333336,1,1.0,0,0.46666667,0,0.5,0.0,0,0.64000005,0.7924800291657448,0.7620912264836462,0.0,autumn,0,0,8.044001,1336.241506576538,1336.241506576538,0.64000005,0.63600004,0.623,0.81,0.85024005,0.80676,17.77733325958252,0.2960858223023613,18.0939998626709,17.393999099731445,20.414833068847656,3.584084586925244,26.694000244140625,17.393999099731445,19.179416338602703,4.425014839219354,26.694000244140625,13.043999671936035,18.078374763329823,4.717680137119426,26.694000244140625,11.144000053405762,87.33333333333333,1.3662601021262226,89.0,86.0,72.91666666666667,19.713670076340094,89.0,38.0,63.875,17.416415295322164,89.0,38.0,57.125,18.025543341768042,89.0,27.0,0.033333333830038704,0.051639778718924896,0.10000000149011612,0.0,0.05000000074505806,0.05222329756489694,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.6711666882038116,0.05754792781146689,0.7590000033378601,0.6230000257492065,0.7773733536402384,0.1280612207693618,0.9810000658035278,0.6230000257492065,0.7924800291657448,0.09812950275772943,0.9810000658035278,0.6230000257492065,0.8027683732410272,0.08863958935012595,0.9810000658035278,0.6197600364685059,0.6412265450799556
2025-10-11 08:00:00+00:00,17.844,0.0,0.0,87.0,15.649917,18.992027,0.0,0.0,3.0,1019.6,987.4206,100.0,100.0,0.0,0.0,0.2658068,0.0,20.16,131.49637,24.993437,298.30066,5.315336,8,284,10,5,1,19.346083005269367,4.288545902619141,-0.20000076,65.16666666666667,17.94839623855661,0.6000000089406967,2.700000010430813,9.105363622307777,-0.30004883,1020.2874984741211,62.375,1,1.0,0,0.43333334,0,0.5,0.0,0,0.63000005,0.7859066973129908,0.7612278854924869,-0.00999999,autumn,0,0,7.844,1344.085506439209,1344.085506439209,0.64000005,0.64000005,0.63600004,0.759,0.81324,0.78776,17.77733325958252,0.2960858223023613,18.0939998626709,17.393999099731445,19.677333037058514,3.0444682023246155,26.393999099731445,17.393999099731445,19.346083005269367,4.288545902619141,26.694000244140625,13.043999671936035,18.212749759356182,4.613954605584854,26.694000244140625,11.144000053405762,87.33333333333333,1.3662601021262226,89.0,86.0,77.0,16.66242370234184,89.0,40.0,65.16666666666667,17.94839623855661,89.0,38.0,57.770833333333336,18.53259300654121,89.0,27.0,0.016666666915019352,0.040824829654723664,0.10000000149011612,0.0,0.05000000074505806,0.05222329756489694,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.6496666967868805,0.03940893971367529,0.7289999723434448,0.6230000257492065,0.7621033589045206,0.13417452661662754,0.9810000658035278,0.6230000257492065,0.7859066973129908,0.10359130380018337,0.9810000658035278,0.6230000257492065,0.8001483728488287,0.09185876415221568,0.9810000658035278,0.6197600364685059,0.6310707336705699
2025-10-11 09:00:00+00:00,17.694,0.0,0.0,87.0,15.502428,18.455463,0.0,0.0,3.0,1019.5,987.3076,100.0,100.0,0.0,0.0,0.26331306,0.0,18.359999,131.34769,23.977188,295.34613,7.5685663,9,284,10,5,1,19.500249703725178,4.152116063726883,-0.14999962,66.41666666666667,18.394036525736976,0.6000000089406967,2.700000010430813,8.991185918450356,-0.099975586,1020.1958312988281,62.625,1,1.0,0,0.43333334,0,0.5,0.0,0,0.63000005,0.7802500327428182,0.760375756721992,0.0,autumn,0,0,7.6940002,1351.7795066833496,1351.7795066833496,0.63000005,0.64000005,0.64000005,0.729,0.84124005,0.76576,17.827333450317383,0.23804758757656586,18.0939998626709,17.444000244140625,18.952333132425945,2.225250968767683,24.643999099731445,17.393999099731445,19.500249703725178,4.152116063726883,26.694000244140625,13.043999671936035,18.34712477525075,4.499177289990234,26.694000244140625,11.144000053405762,87.0,1.0954451150082074,89.0,86.0,80.91666666666667,12.063908105911565,89.0,50.0,66.41666666666667,18.394036525736976,89.0,38.0,58.3125,19.002974291275944,89.0,27.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.05222329756489694,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.6331667105356852,0.006705722393928566,0.64000004529953,0.6230000257492065,0.7445000261068344,0.13668177338548812,0.9810000658035278,0.6230000257492065,0.7802500327428182,0.10833717146221378,0.9810000658035278,0.6230000257492065,0.7976533733308315,0.09483470435314055,0.9810000658035278,0.6197600364685059,0.6307502788886862
2025-10-11 10:00:00+00:00,17.544,0.0,0.0,87.0,15.354941,18.295177,0.0,0.0,3.0,1019.5,987.29144,100.0,100.0,0.0,0.0,0.26084018,0.0,16.56,129.80553,22.493519,296.56497,7.24486,10,284,10,5,1,19.664833068847656,3.982650299606725,-0.14999962,67.54166666666667,18.805593910292796,0.6000000089406967,2.700000010430813,8.898466741045317,0.0,1020.0916646321615,62.791666666666664,1,1.0,0,0.43333334,0,0.5,0.0,0,0.63000005,0.7753433684508005,0.7595346231614389,0.0,autumn,0,0,7.5440006,1359.32350730896,1359.32350730896,0.63000005,0.63000005,0.64000005,0.623,0.98100007,0.74776,17.844000180562336,0.20736428476065158,18.0939998626709,17.54400062561035,18.36066659291585,1.3435593180624277,22.04400062561035,17.393999099731445,19.664833068847656,3.982650299606725,26.694000244140625,13.043999671936035,18.480458120505016,4.374268801227075,26.694000244140625,11.343999862670898,86.66666666666667,0.5163977794898685,87.0,86.0,84.0,7.185844671043479,89.0,64.0,67.54166666666667,18.805593910292796,89.0,38.0,58.708333333333336,19.402739807994603,89.0,27.0,0.0,0.0,0.0,0.0,0.041666667287548385,0.05149286582174702,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.6343333820501963,0.004966549272010812,0.64000004529953,0.6300000548362732,0.7152500251928965,0.11771004550344681,0.9660000205039978,0.6230000257492065,0.7753433684508005,0.11246087774940033,0.9810000658035278,0.6230000257492065,0.7952417060732841,0.09761362620801686,0.9810000658035278,0.6197600364685059,0.6314786048618525
2025-10-11 11:00:00+00:00,17.444,0.0,0.0,88.0,15.434736,18.43631,0.0,0.0,3.0,1019.7,987.4742,100.0,100.0,0.0,0.0,0.2392621,0.0,15.119999,128.65982,20.746122,299.74478,5.8048253,11,284,10,5,1,19.848166426022846,3.7596517825295432,-0.10000038,68.58333333333333,19.230674470223633,0.6000000089406967,2.700000010430813,8.780022119482359,0.2000122,1019.9791641235352,62.875,1,1.0,0,0.4,0,0.5,0.0,0,0.62,0.7710200349489847,0.7586401704794321,-0.01000005,autumn,0,0,7.4440002,1366.7675075531006,1366.7675075531006,0.63000005,0.63000005,0.63000005,0.63600004,0.966,0.72376,17.777333577473957,0.26394433742919354,18.0939998626709,17.444000244140625,17.977333227793377,0.6984829031195816,19.893999099731445,17.393999099731445,19.848166426022846,3.7596517825295432,26.694000244140625,13.243999481201172,18.607541461785633,4.249352127506679,26.694000244140625,12.243999481201172,86.83333333333333,0.7527726527060079,88.0,86.0,86.0,3.516196291966202,89.0,76.0,68.58333333333333,19.230674470223633,89.0,38.0,59.0,19.7397967180031,89.0,27.0,0.0,0.0,0.0,0.0,0.033333333830038704,0.04923659712541536,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.6316667099793752,0.007527737823461344,0.64000004529953,0.6200000047683716,0.686416690548261,0.08976376822135035,0.8899999856948853,0.6200000047683716,0.7710200349489847,0.11645365865081987,0.9810000658035278,0.6200000047683716,0.7937675379216671,0.09973631955770504,0.9810000658035278,0.6197600364685059,0.62143006397434
2025-10-11 12:00:00+00:00,17.494,0.0,0.0,87.0,15.305775,18.610332,0.0,0.0,3.0,1019.8,987.57635,100.0,100.0,0.0,0.0,0.26002038,0.0,14.4,125.78906,19.083395,308.65982,4.6102495,12,284,10,5,1,20.025249759356182,3.5280186082123692,0.049999237,69.5,19.573717960127283,0.6000000089406967,2.700000010430813,8.639061783750853,0.099975586,1019.8583297729492,62.875,1,1.0,0,0.43333334,0,0.5,0.0,0,0.63000005,0.7668633684515953,0.7578208066855266,0.01000005,autumn,0,0,7.4939995,1374.2615070343018,1374.2615070343018,0.62,0.63000005,0.63000005,0.64000005,0.89,0.72976005,17.67733351389567,0.23166081409723735,18.04400062561035,17.444000244140625,17.77733325958252,0.3626500471885578,18.643999099731445,17.393999099731445,20.025249759356182,3.5280186082123692,26.694000244140625,14.793999671936035,18.716916461785633,4.148441863661696,26.694000244140625,12.993999481201172,87.0,0.6324555320299965,88.0,86.0,86.91666666666667,1.5642792899512183,89.0,83.0,69.5,19.573717960127283,89.0,38.0,59.1875,19.96556210610577,89.0,27.0,0.0,0.0,0.0,0.0,0.02500000037252903,0.0452267023605947,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.6300000449021658,0.006324568137417618,0.64000004529953,0.6200000047683716,0.6647500296433767,0.06377248147149514,0.8100000023841858,0.6200000047683716,0.7668633684515953,0.1197248722055596,0.9810000658035278,0.6200000047683716,0.793522539238135,0.1001313270480923,0.9810000658035278,0.6197600364685059,0.6316258979202888
2025-10-11 13:00:00+00:00,17.794,0.0,0.0,86.0,15.4203415,19.014822,0.0,0.0,3.0,1020.0,987.8027,100.0,100.0,0.0,0.0,0.2853589,0.020873055,14.759999,123.36639,17.673029,329.03632,4.198285,13,284,10,5,1,20.15024979909261,3.3848546746713457,0.30000114,70.45833333333333,19.803335614216007,0.6000000089406967,2.700000010430813,8.52545958260695,0.2000122,1019.7416636149088,63.375,1,1.0,0,0.46666667,0,0.5,0.0,0,0.64000005,0.7600400348504385,0.7570751056640963,0.00999999,autumn,0,0,7.7940006,1382.055507659912,1382.055507659912,0.63000005,0.62,0.63000005,0.64000005,0.81,0.80376005,17.635666847229004,0.16557985470277276,17.8439998626709,17.444000244140625,17.70650005340576,0.2403833357986185,18.0939998626709,17.393999099731445,20.15024979909261,3.3848546746713457,26.694000244140625,17.143999099731445,18.81691648562749,4.064558230857878,26.694000244140625,13.043999671936035,87.0,0.6324555320299965,88.0,86.0,87.16666666666667,1.0298573010891705,89.0,86.0,70.45833333333333,19.803335614216007,89.0,38.0,59.3125,20.116846174288874,89.0,27.0,0.0,0.0,0.0,0.0,0.016666666915019352,0.03892494778810281,0.10000000149011612,0.0,0.02500000037252903,0.044232587505586056,0.10000000149011612,0.0,0.012500000186264515,0.033421868737184134,0.10000000149011612,0.0,0.6300000449021658,0.006324568137417618,0.64000004529953,0.6200000047683716,0.6505833665529887,0.04456139620565423,0.7590000033378601,0.6200000047683716,0.7600400348504385,0.12217211379260394,0.9810000658035278,0.6200000047683716,0.7939442060887814,0.09942413969978035,0.9810000658035278,0.6200000047683716,0.6424516014932986
