date,temperature_2m,precipitation,rain,relative_humidity_2m,dew_point_2m,apparent_temperature,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,vapour_pressure_deficit,et0_fao_evapotranspiration,wind_gusts_10m,wind_direction_100m,wind_speed_100m,wind_direction_10m,wind_speed_10m,hour,day_of_year,month,day_of_week,is_weekend,temp_avg_24h,temp_std_24h,temp_trend,humidity_avg_24h,humidity_std_24h,precip_24h,precip_7d,wind_speed_avg,pressure_trend,pressure_24h_avg,cloud_cover_avg,temp_optimal_bloom,temp_bloom_score,humidity_optimal_bloom,humidity_bloom_score,precip_optimal,precip_bloom_score,sunlight_score,sunlight_optimal,bloom_score,bloom_score_24h_avg,bloom_score_7d_avg,bloom_score_trend,season,is_spring,is_spring_peak,gdd,gdd_7d,gdd_30d,bloom_score_lag_1h,bloom_score_lag_2h,bloom_score_lag_3h,bloom_score_lag_6h,bloom_score_lag_12h,bloom_score_lag_24h,temperature_2m_mean_6h,temperature_2m_std_6h,temperature_2m_max_6h,temperature_2m_min_6h,temperature_2m_mean_12h,temperature_2m_std_12h,temperature_2m_max_12h,temperature_2m_min_12h,temperature_2m_mean_24h,temperature_2m_std_24h,temperature_2m_max_24h,temperature_2m_min_24h,temperature_2m_mean_48h,temperature_2m_std_48h,temperature_2m_max_48h,temperature_2m_min_48h,relative_humidity_2m_mean_6h,relative_humidity_2m_std_6h,relative_humidity_2m_max_6h,relative_humidity_2m_min_6h,relative_humidity_2m_mean_12h,relative_humidity_2m_std_12h,relative_humidity_2m_max_12h,relative_humidity_2m_min_12h,relative_humidity_2m_mean_24h,relative_humidity_2m_std_24h,relative_humidity_2m_max_24h,relative_humidity_2m_min_24h,relative_humidity_2m_mean_48h,relative_humidity_2m_std_48h,relative_humidity_2m_max_48h,relative_humidity_2m_min_48h,precipitation_mean_6h,precipitation_std_6h,precipitation_max_6h,precipitation_min_6h,precipitation_mean_12h,precipitation_std_12h,precipitation_max_12h,precipitation_min_12h,precipitation_mean_24h,precipitation_std_24h,precipitation_max_24h,precipitation_min_24h,precipitation_mean_48h,precipitation_std_48h,precipitation_max_48h,precipitation_min_48h,bloom_score_mean_6h,bloom_score_std_6h,bloom_score_max_6h,bloom_score_min_6h,bloom_score_mean_12h,bloom_score_std_12h,bloom_score_max_12h,bloom_score_min_12h,bloom_score_mean_24h,bloom_score_std_24h,bloom_score_max_24h,bloom_score_min_24h,bloom_score_mean_48h,bloom_score_std_48h,bloom_score_max_48h,bloom_score_min_48h
2025-09-16 17:00:00+00:00,30.335499,0.0,0.0,49.011215,18.4355,33.43317,0.0,0.0,1.0,1020.7,989.788,39.0,0.0,0.0,39.0,2.2042143,0.5332885,19.44,12.528798,8.297589,15.524177,6.725354,17,259,9,1,0,24.818832794825237,4.559549675753549,2.0999985,70.10882584253947,20.329559279069777,0.0,0.0,3.6872020748754344,-0.7000122,1019.4250030517578,59.791666666666664,0,0.46645012,1,1.0,0,0.5,0.61,1,0.6475801,0.6697422228753567,0.7108831792360261,-0.06499994,autumn,0,0,20.335499,2700.113929748535,3594.0108785629272,0.71258,0.78658,0.8306868,0.6740115,0.7698713,0.54058003,24.41049925486247,4.432014444159022,30.335498809814453,19.585498809814453,22.360499382019043,3.692098499793311,30.335498809814453,19.585498809814453,24.818832794825237,4.559549675753549,32.58549880981445,19.585498809814453,26.276124596595764,4.600146485091844,34.18550109863281,19.585498809814453,71.09398651123047,17.39386950830747,91.91773986816406,49.01121520996094,81.34101804097493,15.897425066155023,93.09037017822266,49.01121520996094,70.10882584253947,20.329559279069777,93.09037017822266,37.13106918334961,62.20563745498657,19.956756894304636,93.09037017822266,29.443880081176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7265195647875468,0.0687459758943294,0.8306868076324463,0.647580087184906,0.6949862092733383,0.060518983648024036,0.8306868076324463,0.6038739085197449,0.6697422228753567,0.08591772464008697,0.8306868076324463,0.47905224561691284,0.656284274533391,0.12641743039902806,0.8306868076324463,0.361409068107605
2025-09-16 18:00:00+00:00,31.6355,0.0,0.0,43.1404,17.585499,34.715836,0.0,0.0,3.0,1020.1,989.3355,99.0,2.0,3.0,99.0,2.6469035,0.594773,19.8,26.003298,8.211235,26.564985,6.8423676,18,259,9,1,0,24.779249509175617,4.492828056531698,1.3000011,70.34260813395183,19.967661372463496,0.0,0.0,3.762166836609443,-0.6000366,1019.5000025431315,59.791666666666664,0,0.33645,1,1.0,0,0.5,0.00999999,0,0.53558004,0.6720975476006666,0.7098136774840809,-0.11200005,autumn,0,0,21.6355,2706.0139293670654,3615.646378517151,0.6475801,0.71258,0.78658,0.6808227,0.6038739,0.47905225,26.418832778930664,4.537253458070214,31.635499954223633,19.835498809814453,23.256332715352375,4.5142935481041455,31.635499954223633,19.585498809814453,24.779249509175617,4.492828056531698,32.43550109863281,19.585498809814453,26.23758292198181,4.545888590724111,34.18550109863281,19.585498809814453,62.96442985534668,17.111222238968054,88.81322479248047,43.14039993286133,77.4350004196167,19.023947515552518,93.09037017822266,43.14039993286133,70.34260813395183,19.967661372463496,93.09037017822266,37.13106918334961,62.38444685935974,19.741048397075286,93.09037017822266,29.443880081176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7023124595483144,0.10438758421517955,0.8306868076324463,0.535580039024353,0.6892950534820557,0.07199004092337126,0.8306868076324463,0.535580039024353,0.6720975476006666,0.08110282180475287,0.8306868076324463,0.48106297850608826,0.6586971587191025,0.12286225766327621,0.8306868076324463,0.361409068107605
2025-09-16 19:00:00+00:00,31.885498,0.0,0.0,41.73491,17.2855,34.32439,0.0,0.0,3.0,1019.4,988.6812,98.0,2.0,3.0,98.0,2.75103,0.546627,19.8,40.601215,8.297589,40.763515,6.8919086,19,259,9,1,0,24.756332715352375,4.453306374602801,0.2499981,70.53443479537964,19.65438716762798,0.0,0.0,3.737380185474952,-0.6999512,1019.5625025431315,59.708333333333336,0,0.31145018,1,1.0,0,0.5,0.01999998,0,0.5265801,0.6739940941333771,0.7089163341692516,-0.008999944,autumn,0,0,21.885498,2711.4639282226562,3637.531876564026,0.53558004,0.6475801,0.71258,0.7008678,0.6843193,0.48106298,28.427165985107422,3.6132277568536333,31.885498046875,22.785499572753906,24.1813325881958,5.06554573337515,31.885498046875,19.585498809814453,24.756332715352375,4.453306374602801,31.885498046875,19.585498809814453,26.18966619173686,4.471848534943576,34.135498046875,19.585498809814453,55.11804389953613,13.244677049673708,75.53132629394531,41.73490905761719,73.36557038625081,21.07198109759175,93.09037017822266,41.73490905761719,70.53443479537964,19.65438716762798,93.09037017822266,40.79216384887695,62.594114899635315,19.459335920198956,93.09037017822266,29.443880081176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732645134131113,0.1267287783961988,0.8306868076324463,0.5265800952911377,0.6761501183112463,0.08601593601548682,0.8306868076324463,0.5265800952911377,0.6739940941333771,0.07686271053141709,0.8306868076324463,0.5265800952911377,0.6619569261868795,0.11697738993083245,0.8306868076324463,0.361409068107605
2025-09-16 20:00:00+00:00,30.9855,0.7,0.7,44.62517,17.5355,31.583958,0.0,0.0,53.0,1018.9,988.1073,100.0,20.0,34.0,100.0,2.4844131,0.5403224,31.319998,38.35139,20.88698,39.03552,17.148247,20,259,9,1,0,24.90633273124695,4.60380076948574,-0.8999977,69.93279933929443,20.23323253712553,0.699999988079071,0.699999988079071,3.8007280814150968,-0.5,1019.5916697184244,59.708333333333336,0,0.40144998,1,1.0,1,1.0,0.0,0,0.66058,0.6721607570846876,0.7089038799915995,0.13399988,autumn,0,0,20.9855,2715.813928604126,3658.5173768997192,0.5265801,0.53558004,0.6475801,0.8306868,0.68782276,0.70458007,29.793832778930664,2.399461610593671,31.885498046875,25.68549919128418,25.052165985107422,5.275687633281456,31.885498046875,19.585498809814453,24.90633273124695,4.60380076948574,31.885498046875,19.585498809814453,26.124041239420574,4.374822162542512,33.98550033569336,19.585498809814453,49.967018127441406,9.06980949540287,65.0859603881836,41.73490905761719,69.49119122823079,21.773741780749642,93.09037017822266,41.73490905761719,69.93279933929443,20.23323253712553,93.09037017822266,40.79216384887695,62.88314171632131,19.075569754806352,93.09037017822266,29.443880081176758,0.11666666467984517,0.28577379845800527,0.699999988079071,0.0,0.058333332339922585,0.20207259077509326,0.699999988079071,0.0,0.029166666169961292,0.1428868992290026,0.699999988079071,0.0,0.014583333084980646,0.10103629538754663,0.699999988079071,0.0,0.644913375377655,0.10085366913194786,0.7865800261497498,0.5265800952911377,0.6738798866669337,0.086039359383902,0.8306868076324463,0.5265800952911377,0.6721607570846876,0.07662583395163351,0.8306868076324463,0.5265800952911377,0.6681102756410837,0.10849703610071505,0.8306868076324463,0.361409068107605
2025-09-16 21:00:00+00:00,28.3855,0.3,0.3,53.15619,17.9355,31.145538,0.0,0.0,51.0,1018.7,987.65247,100.0,0.0,7.0,100.0,1.8099747,0.27105287,35.64,206.56499,0.40249225,206.56499,0.8049845,21,259,9,1,0,24.84174942970276,4.540621295796107,-2.6000004,70.30595143636067,19.81631812174044,1.0,1.0,3.6323254269858203,-0.2000122,1019.6416702270508,59.708333333333336,0,0.66145,1,1.0,1,1.0,0.0,0,0.76458,0.6789107546210289,0.708976777891318,0.10400003,autumn,0,0,18.3855,2717.4639282226562,3676.902876853943,0.66058,0.5265801,0.53558004,0.78658,0.66159326,0.6025801,30.24383290608724,1.592298709079518,31.885498046875,28.23550033569336,25.735499382019043,5.116684076582598,31.885498046875,19.585498809814453,24.84174942970276,4.540621295796107,31.885498046875,19.585498809814453,26.00737456480662,4.233087912206626,32.58549880981445,19.585498809814453,47.9787228902181,5.816798247469019,56.20445251464844,41.73490905761719,66.23415056864421,20.96977820516972,93.09037017822266,41.73490905761719,70.30595143636067,19.81631812174044,93.09037017822266,40.79216384887695,63.377148151397705,18.489186803665536,93.09037017822266,33.53031921386719,0.16666666666666666,0.2875181120543854,0.699999988079071,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.6412467062473297,0.09489711264314532,0.7645800113677979,0.5265800952911377,0.6824621160825094,0.08975835258187222,0.8306868076324463,0.5265800952911377,0.6789107546210289,0.07736173396180676,0.8306868076324463,0.5265800952911377,0.6765096702923378,0.09947948670704884,0.8306868076324463,0.45005741715431213
2025-09-16 22:00:00+00:00,28.1355,0.0,0.0,54.105087,17.9855,30.4487,0.0,0.0,3.0,1018.4,987.33636,100.0,0.0,0.0,100.0,1.7477465,0.14450152,10.08,13.134034,5.5450516,10.304792,4.0249224,22,259,9,1,0,24.729249477386475,4.417438621585542,-0.25,70.86065657933553,19.128635788871595,1.0,1.0,3.6718704663217068,-0.2999878,1019.6833368937174,59.708333333333336,0,0.68645,1,1.0,0,0.5,0.0,0,0.67458004,0.6834107538064321,0.7086483396234966,-0.089999974,autumn,0,0,18.1355,2718.5139293670654,3695.0383768081665,0.76458,0.66058,0.5265801,0.71258,0.66909635,0.56658006,30.227166175842285,1.6178428439071677,31.885498046875,28.135499954223633,26.427166144053142,4.79767156037203,31.885498046875,19.585498809814453,24.729249477386475,4.417438621585542,31.885498046875,19.585498809814453,25.91570790608724,4.135224226847435,32.58549880981445,19.585498809814453,47.62882868448893,5.259484125141619,54.10508728027344,41.73490905761719,62.9853769938151,19.3913074840798,92.49884796142578,41.73490905761719,70.86065657933553,19.128635788871595,93.09037017822266,41.73490905761719,63.805789152781166,18.014928840508727,93.09037017822266,34.86833572387695,0.16666666666666666,0.2875181120543854,0.699999988079071,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.6349133749802908,0.09034302631284113,0.7645800113677979,0.5265800952911377,0.6829190899928411,0.08969805816014456,0.8306868076324463,0.5265800952911377,0.6834107538064321,0.07359284020189061,0.8306868076324463,0.5265800952911377,0.681187224884828,0.09371672943425523,0.8306868076324463,0.4740924537181854
2025-09-16 23:00:00+00:00,28.585499,0.0,0.0,52.707535,17.9855,30.983631,0.0,0.0,3.0,1018.6,987.5757,100.0,0.0,0.0,100.0,1.8486123,0.12920609,9.36,326.3099,4.542994,312.8789,3.4388947,23,259,9,1,0,24.645916144053142,4.3199482054038745,0.44999886,71.29376029968262,18.563493984245344,1.0,1.0,3.605023857206106,0.19995117,1019.7291692097982,59.708333333333336,0,0.6414501,1,1.0,0,0.5,0.0,0,0.6565801,0.6867440864443779,0.7080704516598156,-0.017999947,autumn,0,0,18.585499,2720.5139293670654,3713.623875617981,0.67458004,0.76458,0.66058,0.6475801,0.6740115,0.5765801,29.935499509175617,1.7469972210818643,31.885498046875,28.135499954223633,27.172999382019043,4.317518648156722,31.885498046875,19.585498809814453,24.645916144053142,4.3199482054038745,31.885498046875,19.585498809814453,25.840707858403523,4.050876470816758,32.58549880981445,19.585498809814453,48.24488194783529,5.655369126310868,54.10508728027344,41.73490905761719,59.669434229532875,17.15939769069361,91.91773986816406,41.73490905761719,71.29376029968262,18.563493984245344,93.09037017822266,41.73490905761719,64.17743913332622,17.58410499238308,93.09037017822266,37.13106918334961,0.16666666666666666,0.2875181120543854,0.699999988079071,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.6364133755366007,0.09066952406528223,0.7645800113677979,0.5265800952911377,0.6814664701620737,0.08999607819911198,0.8306868076324463,0.5265800952911377,0.6867440864443779,0.0702808873306527,0.8306868076324463,0.5265800952911377,0.68498905065159,0.08870417885552379,0.8306868076324463,0.47905224561691284
2025-09-17 00:00:00+00:00,27.085499,0.0,0.0,60.3009,18.7355,29.698936,0.0,0.0,3.0,1018.6,987.4235,99.0,0.0,0.0,99.0,1.4218688,0.06832479,8.28,295.34613,7.5685663,274.76355,4.3349743,0,260,9,2,0,24.570916096369427,4.258328922943741,-1.5,71.5652543703715,18.342626587904807,1.0,1.0,3.657927400122086,0.0,1019.7625020345052,59.666666666666664,0,0.79145014,1,1.0,0,0.5,0.00999999,0,0.7175801,0.6897857536872228,0.707145332580521,0.06099999,autumn,0,0,17.085499,2723.4139289855957,3730.7093744277954,0.6565801,0.67458004,0.76458,0.53558004,0.6808227,0.64458007,29.177165985107422,1.8461896177359463,31.885498046875,27.085498809814453,27.797999382019043,3.603036995065576,31.885498046875,19.835498809814453,24.570916096369427,4.258328922943741,31.885498046875,19.585498809814453,25.763624509175617,3.989519619961847,32.58549880981445,19.585498809814453,51.10496520996094,6.784207616055209,60.300899505615234,41.73490905761719,57.03469753265381,13.869645412230073,88.81322479248047,41.73490905761719,71.5652543703715,18.342626587904807,93.09037017822266,41.73490905761719,64.59762763977051,17.23479757608787,93.09037017822266,37.13106918334961,0.16666666666666666,0.2875181120543854,0.699999988079071,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.6667467157046,0.0800060197524495,0.7645800113677979,0.5265800952911377,0.6845295876264572,0.09059571587303562,0.8306868076324463,0.5265800952911377,0.6897857536872228,0.06995566421998801,0.8306868076324463,0.5265800952911377,0.6880932183315357,0.08713707318331491,0.8306868076324463,0.47905224561691284
2025-09-17 01:00:00+00:00,25.7855,0.0,0.0,53.684795,15.685499,26.789598,0.0,0.0,3.0,1017.9,986.6123,99.0,0.0,4.0,99.0,1.5369711,0.07256256,8.28,23.594837,17.088627,25.114815,6.361415,1,260,9,2,0,24.67508276303609,4.256094865947755,-1.2999992,70.65163866678874,18.675373613414266,1.0,1.0,3.7796990734835467,-0.6999512,1019.7291692097982,59.625,0,0.92145,1,1.0,0,0.5,0.00999999,0,0.76958007,0.6908564095695814,0.7065952136403039,0.051999986,autumn,0,0,15.7855,2727.7639293670654,3746.4948740005493,0.7175801,0.6565801,0.67458004,0.5265801,0.7008678,0.7438843,28.160499572753906,1.7325562302575757,30.98550033569336,25.785499572753906,28.293832778930664,2.7051997489001196,31.885498046875,22.785499572753906,24.67508276303609,4.256094865947755,31.885498046875,19.585498809814453,25.690707842508953,3.9556213857568143,32.58549880981445,19.585498809814453,53.09661293029785,5.003698081288913,60.300899505615234,44.62517166137695,54.10732841491699,9.603743932277935,75.53132629394531,41.73490905761719,70.65163866678874,18.675373613414266,93.09037017822266,41.73490905761719,64.71981128056844,17.133817199621987,93.09037017822266,37.13106918334961,0.16666666666666666,0.2875181120543854,0.699999988079071,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.7072467108567556,0.05116900396922864,0.769580066204071,0.6565800905227661,0.6902556121349335,0.09383574645201642,0.8306868076324463,0.5265800952911377,0.6908564095695814,0.07100834292413083,0.8306868076324463,0.5265800952911377,0.6910307177652916,0.08746415369978142,0.8306868076324463,0.47905224561691284
2025-09-17 02:00:00+00:00,24.835499,0.0,0.0,58.09078,16.0355,26.062656,0.0,0.0,3.0,1018.0,986.61115,97.0,0.0,1.0,97.0,1.3144568,0.029351644,8.64,50.013176,14.565548,36.158287,5.796447,2,260,9,2,0,24.74174936612447,4.245081911241837,-0.95000076,69.89226961135864,18.805127986820462,1.0,1.0,3.908717698107163,0.099975586,1019.6791687011719,59.5,1,1.0,1,1.0,0,0.5,0.029999971,0,0.8030001,0.6936129257082939,0.7065475948509716,0.033420026,autumn,0,0,14.835499,2732.1139278411865,3761.3303728103638,0.76958007,0.7175801,0.6565801,0.66058,0.8306868,0.7368437,27.135499318440754,1.534926909654565,28.585498809814453,24.835498809814453,28.46466604868571,2.3696431176436143,31.885498046875,24.835498809814453,24.74174936612447,4.245081911241837,31.885498046875,19.585498809814453,25.617791175842285,3.9380507669538996,32.58549880981445,19.585498809814453,55.340880711873375,3.1029313967868206,60.300899505615234,52.70753479003906,52.65394941965739,7.045845551615314,65.0859603881836,41.73490905761719,69.89226961135864,18.805127986820462,93.09037017822266,41.73490905761719,64.9102493127187,17.005124415667712,93.09037017822266,37.13106918334961,0.050000001986821495,0.12247449200585776,0.30000001192092896,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.7309833963712057,0.057795639411758505,0.8030000925064087,0.6565800905227661,0.6879483858744303,0.09034436044352526,0.8030000925064087,0.5265800952911377,0.6936129257082939,0.07408844969743165,0.8306868076324463,0.5265800952911377,0.6938728013386329,0.08885807052043432,0.8306868076324463,0.47905224561691284
2025-09-17 03:00:00+00:00,24.1355,0.0,0.0,59.99882,15.8855,25.208408,0.0,0.0,3.0,1018.1,986.6353,81.0,0.0,0.0,81.0,1.2032404,0.031020671,9.36,60.086445,15.159591,35.909817,6.444905,3,260,9,2,0,24.78133273124695,4.234355294483573,-0.69999886,69.16271686553955,18.83643670517406,1.0,1.0,4.053108310947816,0.099975586,1019.6333338419596,58.708333333333336,1,1.0,1,1.0,0,0.5,0.19,0,0.81900007,0.697532964249452,0.7062678330001377,0.015999973,autumn,0,0,14.1355,2736.013927459717,3775.4658727645874,0.8030001,0.76958007,0.7175801,0.76458,0.78658,0.72491914,26.427165985107422,1.8003933469709965,28.585498809814453,24.135499954223633,28.335499445597332,2.5687810351299,31.885498046875,24.135499954223633,24.78133273124695,4.234355294483573,31.885498046875,19.585498809814453,25.563624501228333,3.9402304197419307,32.58549880981445,19.585498809814453,56.481319427490234,3.384105364439676,60.300899505615234,52.70753479003906,52.230021158854164,6.348364130544509,60.300899505615234,41.73490905761719,69.16271686553955,18.83643670517406,93.09037017822266,41.73490905761719,64.97467438379924,16.979995507558264,93.09037017822266,37.13106918334961,0.0,0.0,0.0,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.7400534053643545,0.0675666941192856,0.8190000653266907,0.6565800905227661,0.690650055805842,0.09397383198736478,0.8190000653266907,0.5265800952911377,0.697532964249452,0.07819215949862118,0.8306868076324463,0.5265800952911377,0.6957148853689432,0.09053588674029435,0.8306868076324463,0.47905224561691284
2025-09-17 04:00:00+00:00,23.6855,0.0,0.0,61.841114,15.935499,24.604689,0.0,0.0,2.0,1018.3,986.78253,59.0,0.0,0.0,59.0,1.1172428,0.035925485,11.879999,55.6196,16.575644,34.43906,7.6388745,4,260,9,2,0,24.818832715352375,4.219871936329872,-0.45000076,68.42044973373413,18.755804651983865,1.0,1.0,4.317311481883128,0.2000122,1019.5833333333334,57.0,1,1.0,1,1.0,0,0.5,0.41000003,0,0.8410001,0.7032644351323446,0.7060594998654866,0.022000015,autumn,0,0,13.685499,2740.7139263153076,3789.1513719558716,0.81900007,0.8030001,0.76958007,0.67458004,0.71258,0.7034448,25.68549919128418,1.8710956725428658,28.585498809814453,23.68549919128418,27.956332683563232,2.899408864717505,31.885498046875,23.68549919128418,24.818832715352375,4.219871936329872,31.885498046875,19.585498809814453,25.512582818667095,3.9485246416154887,32.58549880981445,19.585498809814453,57.770657221476235,3.75146406145317,61.84111404418945,52.70753479003906,52.69974295298258,6.857300937063007,61.84111404418945,41.73490905761719,68.42044973373413,18.755804651983865,93.09037017822266,41.73490905761719,65.02309282620747,16.967410819489906,93.09037017822266,37.13106918334961,0.0,0.0,0.0,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.7677900791168213,0.0694461253068266,0.8410000801086426,0.6565800905227661,0.701351727048556,0.10352504708964018,0.8410000801086426,0.5265800952911377,0.7032644351323446,0.08350521648351227,0.8410000801086426,0.5265800952911377,0.6974944702039162,0.09255464649916104,0.8410000801086426,0.47905224561691284
2025-09-17 05:00:00+00:00,22.835499,0.0,0.0,66.35707,16.2355,23.78299,0.0,0.0,1.0,1018.5,986.88745,41.0,0.0,0.0,41.0,0.93578744,0.032176957,13.32,61.66097,18.201372,42.357407,8.281956,5,260,9,2,0,24.845916032791138,4.204293377238128,-0.8500004,67.74312448501587,18.512941258515294,1.0,1.0,4.489730016638835,0.2000122,1019.5416666666666,58.541666666666664,1,1.0,1,1.0,0,0.5,0.59000003,1,0.8590001,0.7069781348109245,0.7064106904325032,0.018000007,autumn,0,0,12.835499,2745.2139263153076,3801.986870765686,0.8410001,0.81900007,0.8030001,0.6565801,0.6475801,0.7698713,24.727165857950848,1.5301688010986227,27.085498809814453,22.835498809814453,27.331332683563232,3.1384318249588268,31.885498046875,22.835498809814453,24.845916032791138,4.204293377238128,31.885498046875,19.585498809814453,25.46049948533376,3.967353513757513,32.58549880981445,19.585498809814453,60.04557991027832,4.181077972895436,66.35707092285156,53.68479537963867,54.1452309290568,7.775792751480373,66.35707092285156,41.73490905761719,67.74312448501587,18.512941258515294,93.09037017822266,41.73490905761719,65.1216591199239,16.960996918188535,93.09037017822266,37.13106918334961,0.0,0.0,0.0,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.8015267451604208,0.051451821584578616,0.8590000867843628,0.7175800800323486,0.7189700603485107,0.11124442260935588,0.8590000867843628,0.5265800952911377,0.7069781348109245,0.08843270815628038,0.8590000867843628,0.5265800952911377,0.6990032202253739,0.09460529372917167,0.8590000867843628,0.47905224561691284
2025-09-17 06:00:00+00:00,22.335499,0.0,0.0,69.05879,16.3855,23.476385,0.0,0.0,3.0,1018.2,986.5442,89.0,0.0,0.0,89.0,0.8349376,0.023260143,13.32,82.94225,19.044306,77.319626,7.3799996,6,260,9,2,0,24.90633265177409,4.155036752482728,-0.5,66.87004868189494,17.901024411654998,1.0,1.0,4.629524902751048,-0.2999878,1019.4833348592123,58.25,1,1.0,1,1.0,0,0.5,0.110000014,0,0.81100005,0.7156083906690279,0.7064464046131997,-0.048000038,autumn,0,0,12.335499,2747.613925933838,3814.3223695755005,0.8590001,0.8410001,0.81900007,0.7175801,0.53558004,0.6038739,23.93549919128418,1.2731852253232225,25.785499572753906,22.335498809814453,26.5563325881958,3.1271871756274274,31.885498046875,22.335498809814453,24.90633265177409,4.155036752482728,31.885498046875,19.585498809814453,25.414666136105854,3.99090504433781,32.58549880981445,19.585498809814453,61.505228678385414,5.582050233703362,69.05879211425781,53.68479537963867,56.30509694417318,8.036395786356067,69.05879211425781,41.73490905761719,66.87004868189494,17.901024411654998,93.09037017822266,41.73490905761719,65.17937056223552,16.9697627645294,93.09037017822266,37.13106918334961,0.0,0.0,0.0,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.8170967400074005,0.031063168500084986,0.8590000867843628,0.769580066204071,0.7419217278560003,0.09753545164010355,0.8590000867843628,0.5265800952911377,0.7156083906690279,0.0880391302923648,0.8590000867843628,0.5265800952911377,0.6992323864251375,0.09486810554770989,0.8590000867843628,0.47905224561691284
2025-09-17 07:00:00+00:00,21.585499,0.0,0.0,72.98457,16.5355,22.960041,0.0,0.0,3.0,1018.1,986.3682,100.0,0.0,0.0,100.0,0.6964464,0.01231344,11.5199995,114.02651,16.357237,106.85848,6.206738,7,260,9,2,0,24.93966595331828,4.123630761197901,-0.75,66.13740301132202,17.236440512942714,1.0,1.0,4.857215693841378,-0.10003662,1019.4291661580404,62.0,1,1.0,0,0.90051425,0,0.5,0.0,0,0.77015436,0.7191848506530126,0.7062627992459706,-0.040845692,autumn,0,0,11.585499,2749.613925933838,3825.907868385315,0.81100005,0.8590001,0.8410001,0.76958007,0.5265801,0.6843193,23.235499064127605,1.2054046957981228,24.835498809814453,21.585498809814453,25.697999318440754,2.939397710233595,30.98550033569336,21.585498809814453,24.93966595331828,4.123630761197901,31.885498046875,19.585498809814453,25.3604994614919,4.025437790614703,32.58549880981445,19.585498809814453,64.7218583424886,5.7329287998182155,72.98457336425781,58.09077835083008,58.90923563639323,7.948449409924298,72.98457336425781,44.62517166137695,66.13740301132202,17.236440512942714,93.09037017822266,41.73490905761719,65.26275523503621,16.998654825262165,93.09037017822266,37.13106918334961,0.0,0.0,0.0,0.0,0.08333333333333333,0.21248885684792634,0.699999988079071,0.0,0.041666666666666664,0.15298953129808682,0.699999988079071,0.0,0.020833333333333332,0.10907411662561359,0.699999988079071,0.0,0.8171924551328024,0.030887862519698994,0.8590000867843628,0.7701543569564819,0.762219582994779,0.07014649291073595,0.8590000867843628,0.6565800905227661,0.7191848506530126,0.0884552712772208,0.8590000867843628,0.5265800952911377,0.6986106007049481,0.09428964452790714,0.8590000867843628,0.47905224561691284
